2001-408,102184,27.8932238193,32,1020,,
2001-408,103498,21.0075290897,1,4265,1,
2001-408,102247,27.5017111567,103,407,,WC
2001-408,103598,20.5311430527,124,319,,Q
2001-408,101150,35.6194387406,40,864,,
2001-408,102257,27.3976728268,52,775,,
2001-408,103344,21.8672142368,90,449,,
2001-408,101820,30.2286105407,29,1065,8,
2001-408,103103,23.0691307324,14,1755,3,
2001-408,102148,28.1396303901,41,860,,
2001-408,102259,27.3894592745,59,716,,
2001-408,102369,26.8199863107,67,609,,
2001-408,103248,22.4859685147,61,694,,
2001-408,101843,30.0369609856,80,504,,
2001-408,102854,24.3915126626,28,1073,6,
2001-408,102998,23.6577686516,30,1055,,
2001-408,102783,24.7638603696,48,815,,
2001-408,103819,19.4770704997,27,1080,7,
2001-408,102106,28.4298425736,71,566,,
2001-408,102642,25.4565366188,120,326,,Q
2001-408,102765,24.8240930869,56,725,,
2001-408,102539,25.9329226557,53,741,,
2001-408,103017,23.5701574264,33,1000,4,
2001-408,101964,29.3798767967,123,319,,WC
2001-408,102318,27.0061601643,23,1140,5,
2001-408,102446,26.4147843943,58,720,,
2001-408,103181,22.7679671458,83,487,,
2001-408,103166,22.8145106092,36,949,,
2001-408,101792,30.4613278576,87,462,,
2001-408,102730,24.9445585216,190,201,,Q
2001-408,101543,32.1916495551,111,364,,Q
2001-408,102338,26.945927447,7,2485,2,
2001-409,101736,30.984257358,3,3630,1,
2001-409,102143,28.3969883641,143,276,,Q
2001-409,102911,24.2847364819,94,435,,
2001-409,103294,22.3545516769,90,452,,
2001-409,101733,31.0253251198,82,486,,
2001-409,102694,25.3798767967,99,410,,
2001-409,102834,24.7173169062,97,414,,
2001-409,102259,27.6194387406,58,688,6,
2001-409,101675,31.3456536619,149,264,,Q
2001-409,102783,24.9938398357,47,770,4,
2001-409,102987,23.9644079398,125,316,,Q
2001-409,103598,20.7611225188,78,503,,
2001-409,102162,28.3039014374,93,435,,
2001-409,102533,26.1848049281,96,418,,
2001-409,103184,22.984257358,129,300,,WC
2001-409,102776,25.0130047912,55,730,5,
2001-409,103694,20.2600958248,72,580,7,
