name,128,64,32,16,8,4,2,1
Evgeny Donskoy,1.0000,0.3675,0.1020,0.0196,0.0018,0.0002,0.0000,0.0000
Horacio Zeballos,1.0000,0.3789,0.1066,0.0197,0.0017,0.0002,0.0000,0.0000
Malek Jaziri,1.0000,0.3685,0.1007,0.0179,0.0025,0.0001,0.0000,0.0000
Santiago Giraldo,1.0000,0.3906,0.1216,0.0244,0.0024,0.0001,0.0000,0.0000
Lukas Lacko,1.0000,0.3680,0.1058,0.0196,0.0021,0.0001,0.0000,0.0000
Blaz Kavcic,1.0000,0.3516,0.0946,0.0133,0.0015,0.0001,0.0000,0.0000
Laurynas Grigelis,1.0000,0.4408,0.1623,0.0446,0.0062,0.0000,0.0000,0.0000
Leonardo Mayer,1.0000,0.4442,0.1668,0.0332,0.0047,0.0000,0.0000,0.0000
Nikola Milojevic,1.0000,0.4174,0.1281,0.0259,0.0044,0.0000,0.0000,0.0000
John Millman,1.0000,0.4281,0.1419,0.0290,0.0038,0.0000,0.0000,0.0000
Gianluigi Quinzi,1.0000,0.4157,0.1150,0.0179,0.0036,0.0000,0.0000,0.0000
Cedrik Marcel Stebe,1.0000,0.3680,0.1007,0.0140,0.0033,0.0000,0.0000,0.0000
Joao Domingues,1.0000,0.4105,0.1345,0.0273,0.0032,0.0000,0.0000,0.0000
Prajnesh Gunneswaran,1.0000,0.4025,0.1310,0.0230,0.0030,0.0000,0.0000,0.0000
Samuel Groth,1.0000,0.3779,0.1193,0.0243,0.0029,0.0000,0.0000,0.0000
Ruben Bemelmans,1.0000,0.3683,0.1053,0.0217,0.0028,0.0000,0.0000,0.0000
Renzo Olivo,1.0000,0.3799,0.1103,0.0198,0.0027,0.0000,0.0000,0.0000
Mathias Bourgue,1.0000,0.3609,0.0859,0.0127,0.0027,0.0000,0.0000,0.0000
Ricardas Berankis,1.0000,0.3729,0.0900,0.0147,0.0024,0.0000,0.0000,0.0000
Radek Stepanek,1.0000,0.4117,0.1278,0.0189,0.0022,0.0000,0.0000,0.0000
Quentin Halys,1.0000,0.3550,0.0917,0.0167,0.0022,0.0000,0.0000,0.0000
Tatsuma Ito,1.0000,0.3250,0.0739,0.0089,0.0022,0.0000,0.0000,0.0000
Jozef Kovalik,1.0000,0.3314,0.0921,0.0164,0.0021,0.0000,0.0000,0.0000
Attila Balazs,1.0000,0.3893,0.1173,0.0240,0.0020,0.0000,0.0000,0.0000
Andrej Martin,1.0000,0.4045,0.1273,0.0264,0.0018,0.0000,0.0000,0.0000
Tommy Robredo,1.0000,0.3794,0.1041,0.0129,0.0018,0.0000,0.0000,0.0000
Teymuraz Gabashvili,1.0000,0.3206,0.0883,0.0128,0.0017,0.0000,0.0000,0.0000
Stefan Kozlov,1.0000,0.3821,0.1039,0.0176,0.0015,0.0000,0.0000,0.0000
Yuki Bhambri,1.0000,0.2931,0.0615,0.0085,0.0015,0.0000,0.0000,0.0000
Jurgen Melzer,1.0000,0.3832,0.1091,0.0191,0.0014,0.0000,0.0000,0.0000
Arthur De Greef,1.0000,0.3068,0.0727,0.0118,0.0014,0.0000,0.0000,0.0000
Facundo Bagnis,1.0000,0.3223,0.0748,0.0114,0.0014,0.0000,0.0000,0.0000
Luca Vanni,1.0000,0.3097,0.0694,0.0109,0.0014,0.0000,0.0000,0.0000
Ze Zhang,1.0000,0.2581,0.0457,0.0029,0.0014,0.0000,0.0000,0.0000
James Duckworth,1.0000,0.3804,0.1113,0.0178,0.0013,0.0000,0.0000,0.0000
Benjamin Becker,1.0000,0.2970,0.0652,0.0104,0.0013,0.0000,0.0000,0.0000
Pedro Sousa,1.0000,0.3504,0.0888,0.0131,0.0012,0.0000,0.0000,0.0000
Mirza Basic,1.0000,0.3733,0.1094,0.0178,0.0011,0.0000,0.0000,0.0000
Joao Souza,1.0000,0.3100,0.0742,0.0121,0.0011,0.0000,0.0000,0.0000
Denis Kudla,1.0000,0.3333,0.0856,0.0111,0.0011,0.0000,0.0000,0.0000
Federico Gaio,1.0000,0.2953,0.0637,0.0079,0.0011,0.0000,0.0000,0.0000
Maximilian Marterer,1.0000,0.2704,0.0551,0.0062,0.0011,0.0000,0.0000,0.0000
Daniel Gimeno Traver,1.0000,0.2760,0.0720,0.0090,0.0010,0.0000,0.0000,0.0000
Paul Henri Mathieu,1.0000,0.3250,0.0795,0.0105,0.0009,0.0000,0.0000,0.0000
Rogerio Dutra Silva,1.0000,0.3201,0.0791,0.0099,0.0009,0.0000,0.0000,0.0000
Adam Pavlasek,1.0000,0.3035,0.0623,0.0077,0.0008,0.0000,0.0000,0.0000
Gerald Melzer,1.0000,0.2808,0.0579,0.0063,0.0008,0.0000,0.0000,0.0000
Peter Polansky,1.0000,0.3459,0.0776,0.0093,0.0007,0.0000,0.0000,0.0000
Blaz Rola,1.0000,0.2843,0.0643,0.0064,0.0007,0.0000,0.0000,0.0000
Marco Chiudinelli,1.0000,0.2879,0.0521,0.0057,0.0007,0.0000,0.0000,0.0000
Aldin Setkic,1.0000,0.1721,0.0250,0.0036,0.0007,0.0000,0.0000,0.0000
Maximo Gonzalez,1.0000,0.2387,0.0380,0.0027,0.0007,0.0000,0.0000,0.0000
Tommy Haas,1.0000,0.3694,0.0925,0.0131,0.0006,0.0000,0.0000,0.0000
Grega Zemlja,1.0000,0.3278,0.0761,0.0122,0.0006,0.0000,0.0000,0.0000
Daniel Brands,1.0000,0.3513,0.1006,0.0106,0.0006,0.0000,0.0000,0.0000
Lukas Rosol,1.0000,0.3247,0.0788,0.0088,0.0006,0.0000,0.0000,0.0000
Steven Diez,1.0000,0.2300,0.0406,0.0059,0.0006,0.0000,0.0000,0.0000
James Mcgee,1.0000,0.2325,0.0400,0.0056,0.0006,0.0000,0.0000,0.0000
Hiroki Moriya,1.0000,0.1806,0.0181,0.0031,0.0006,0.0000,0.0000,0.0000
Guido Andreozzi,1.0000,0.2872,0.0578,0.0022,0.0006,0.0000,0.0000,0.0000
Daniel Masur,1.0000,0.1422,0.0139,0.0017,0.0006,0.0000,0.0000,0.0000
John Patrick Smith,1.0000,0.3526,0.0874,0.0100,0.0005,0.0000,0.0000,0.0000
Radu Albot,1.0000,0.3156,0.0707,0.0085,0.0005,0.0000,0.0000,0.0000
Jan Satral,1.0000,0.2830,0.0610,0.0075,0.0005,0.0000,0.0000,0.0000
Thomas Fabbiano,1.0000,0.2946,0.0612,0.0071,0.0005,0.0000,0.0000,0.0000
Marco Cecchinato,1.0000,0.2526,0.0483,0.0051,0.0005,0.0000,0.0000,0.0000
Calvin Hemery,1.0000,0.2700,0.0580,0.0045,0.0005,0.0000,0.0000,0.0000
Go Soeda,1.0000,0.2992,0.0622,0.0084,0.0001,0.0000,0.0000,0.0000
Tennys Sandgren,1.0000,0.1591,0.0177,0.0015,0.0001,0.0000,0.0000,0.0000
Guillermo Garcia Lopez,1.0000,0.3471,0.1024,0.0138,0.0000,0.0000,0.0000,0.0000
Tobias Kamke,1.0000,0.3306,0.0824,0.0094,0.0000,0.0000,0.0000,0.0000
Alex De Minaur,1.0000,0.3662,0.0923,0.0092,0.0000,0.0000,0.0000,0.0000
Vincent Millot,1.0000,0.2931,0.0619,0.0069,0.0000,0.0000,0.0000,0.0000
Tristan Lamasine,1.0000,0.2656,0.0563,0.0063,0.0000,0.0000,0.0000,0.0000
Uladzimir Ignatik,1.0000,0.2538,0.0414,0.0062,0.0000,0.0000,0.0000,0.0000
Aleksandr Nedovyesov,1.0000,0.2406,0.0478,0.0061,0.0000,0.0000,0.0000,0.0000
Brydan Klein,1.0000,0.2277,0.0431,0.0046,0.0000,0.0000,0.0000,0.0000
Stefanos Tsitsipas,1.0000,0.2469,0.0481,0.0044,0.0000,0.0000,0.0000,0.0000
Konstantin Kravchuk,1.0000,0.2792,0.0550,0.0042,0.0000,0.0000,0.0000,0.0000
Michael Mmoh,1.0000,0.2591,0.0409,0.0039,0.0000,0.0000,0.0000,0.0000
Agustin Velotti,1.0000,0.1930,0.0210,0.0030,0.0000,0.0000,0.0000,0.0000
Roberto Quiroz,1.0000,0.2133,0.0333,0.0027,0.0000,0.0000,0.0000,0.0000
Di Wu,1.0000,0.2928,0.0656,0.0022,0.0000,0.0000,0.0000,0.0000
Stefano Travaglia,1.0000,0.2000,0.0283,0.0022,0.0000,0.0000,0.0000,0.0000
Daniel Altmaier,1.0000,0.2329,0.0486,0.0021,0.0000,0.0000,0.0000,0.0000
Kimmer Coppejans,1.0000,0.2216,0.0368,0.0021,0.0000,0.0000,0.0000,0.0000
Akira Santillan,1.0000,0.1679,0.0200,0.0021,0.0000,0.0000,0.0000,0.0000
Ruben Ramirez Hidalgo,1.0000,0.2075,0.0230,0.0020,0.0000,0.0000,0.0000,0.0000
Adrian Menendez Maceiras,1.0000,0.1913,0.0265,0.0017,0.0000,0.0000,0.0000,0.0000
Blake Mott,1.0000,0.2206,0.0350,0.0013,0.0000,0.0000,0.0000,0.0000
Cem Ilkel,1.0000,0.2378,0.0278,0.0011,0.0000,0.0000,0.0000,0.0000
Mackenzie Mcdonald,1.0000,0.1626,0.0189,0.0011,0.0000,0.0000,0.0000,0.0000
Cameron Norrie,1.0000,0.1430,0.0120,0.0010,0.0000,0.0000,0.0000,0.0000
Jason Jung,1.0000,0.2033,0.0239,0.0006,0.0000,0.0000,0.0000,0.0000
Zhe Li,1.0000,0.0988,0.0059,0.0006,0.0000,0.0000,0.0000,0.0000
Brayden Schnur,1.0000,0.1424,0.0124,0.0005,0.0000,0.0000,0.0000,0.0000
Mitchell Krueger,1.0000,0.2056,0.0289,0.0000,0.0000,0.0000,0.0000,0.0000
Riccardo Bellotti,1.0000,0.1631,0.0156,0.0000,0.0000,0.0000,0.0000,0.0000
Salvatore Caruso,1.0000,0.1460,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000
Lorenzo Giustino,1.0000,0.1220,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000
Yannick Maden,1.0000,0.0779,0.0064,0.0000,0.0000,0.0000,0.0000,0.0000
Constant Lestienne,1.0000,0.0942,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000
Benjamin Bonzi,1.0000,0.0636,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000
Enrique Lopez Perez,1.0000,0.1325,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000
Matteo Berrettini,1.0000,0.0491,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000
